edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
29;;350603;  10 grado  ;6 años;soltero/a;;hijo/a propio/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
36;privado;139703;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;negro/a;FEMENINO;0;0;40;estados unidos;<=50k
49;privado;188823;secundaria completa;9 años;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;42;estados unidos;<=50k
52;gobierno estatal;71344;maestria;14;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
21;privado;265356;universitario incompleto;10;soltero/a;ventas;otro familiar;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;;152568;secundaria completa;9;viudo/a;;no casado/a;indigena americano/esquimal;femenino;0;0;40;;<=50k
37;gobierno estatal;60227;licenciatura;13;soltero/a;administrativo;sin familia conviviente;blanco/a;masculino;0;0;38;estados unidos;<=50k
22;privado;103277;tecnico academico;12;soltero/a;ADMINISTRATIVO;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
-12;privado;173858;licenciatura;13;CASADO;administrativo;otro familiar;asiatico/isleno pacifico;masculino;0;0;40;india;<=50k
33;privado;376483;universitario incompleto;10;divorciado/a;administrativo;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
64;gobierno local;266080;secundaria completa;9;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;35;estados unidos;<=50k
42;privado;342865;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
30;autonomo no incorporado;250499;universitario incompleto;10;casado/a;administrativo;esposa;blanco/a;femenino;0;0;55;estados unidos;>50k
26;gobierno federal;393728;universitario incompleto;10;divorciado/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;24;estados unidos; <=50k
28;;131310;12 grado;8;casado/a;;esposa;blanco/a;femenino;0;0;20;alemania;<=50k
52;gobierno local;146565;tecnico academico;12;divorciado/a;otros servicios;sin familia conviviente;blanco/a;femenino;4865;0;30;estados unidos;<=50k
34;;93834;secundaria completa;9;separado/a;;hijo/a propio/a;blanco/a;femenino;0;0;8;estados unidos;<=50k
32;gobierno local;95530;universitario incompleto;10;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
59;privado;268840;universitario incompleto;10;casado/a;administrativo;otro familiar;blanco/a;femenino;0;0;16;estados unidos;>50k
63;;331527;secundaria completa;9;casado/a;;esposo;blanco/a;masculino;0;0;14;estados unidos;<=50k
37;Cuenta propia;203828;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
33;privado;94235;escuela profesional;15;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;masculino;0;0;42;estados unidos;>50k
18;privado;198616;12 grado;8;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;594;0;20;estados unidos;<=50k
48;gobierno local;121622;maestria;14;soltero/a;profesional especializado;no casado/a;blanco/a;femenino;0;1380;40;estados unidos;<=50k
27;privado;180553;secundaria completa;9;separado/a;operador de maquinaria;no casado/a;blanco/a;mujer;0;0;40;estados unidos;<=50k
54;privado;145419;secundaria completa;9;casado/a;Comercial;esposo;blanco/a;masculino;0;1672;50;estados unidos;<=50k
46;gobierno estatal;314770;universitario incompleto;10;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;48;estados unidos;<=50k
46;privado;133938;maestria;14;divorciado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;27828;0;50;estados unidos;>50k
24;privado;23438;tecnico vocacional;11;soltero/a;administrativo;sin familia conviviente;blanco/a;masc;0;0;30;estados unidos;>50k
-12;;343506;secundaria completa;9;soltero/a;;hijo/a propio/a;negro/a;femenino;0;0;40;;<=50k.
41;privado;176452;secundaria completa;9;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;40;peru;<=50k
22;privado;95566;universitario incompleto;10;casado/a;ventas;hijo/a propio/a;otro;femenino;0;0;22;republica dominicana;<=50k
30;autonomo no incorporado;33308;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;156464;10 grado;6;divorciado/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
27;privado;50295;universitario incompleto;10;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
33;privado;355996;10 grado;6;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
43;gobierno local;209899;maestria;14;soltero/a;Soporte tecnico;sin familia conviviente;negro/a;femenino;8614;0;47;estados unidos;>50k
46;privado;125487;tecnico vocacional;11;casado/a;soporte tecnico;esposo;blanco/a;Masc.;0;0;40;estados unidos;<=50k
40;privado;247469;doctorado;16;casado/a;profesional especializado;esposa;blanco/a;femenino;0;0;30;estados unidos;>50k
34;privado;142897;maestria;14;casado/a;ejecutivo/gerente;esposo;asiatico/isleno pacifico;masculino;7298;0;35;taiwan;>50k
56;privado;271795;  11 grado  ;7;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;49;estados unidos;<=50k
53;autonomo no incorporado;162576;7-8 grado;4;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;0;99;estados unidos;<=50k
30;privado;178587;tecnico vocacional;11;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;38;estados unidos;<=50k
33;privado;391114;secundaria completa;9;soltero/a;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
60;;230165;licenciatura;13;casado/a;;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
44;;26669;tecnico academico;12;casado/a;;esposa;blanco/a;femenino;0;0;99;;<=50k
27;privado;142712;maestria;14;soltero/a;soporte tecnico;sin familia conviviente;blanco/a;masculino;0;0;40;;<=50k
50;autonomo incorporado;158294;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;99999;0;80;estados unidos;>50k
22;privado;83704;universitario incompleto;10;soltero/a;ADMINISTRATIVO;hijo/a propio/a;blanco/a;masculino;0;0;999;estados unidos;<=50k
18;privado;130652;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
52;privado;31533;secundaria completa;9;divorciado/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
59;autonomo no incorporado;199240;secundaria completa;9;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;20;inglaterra;<=50k
40;privado;320451;doctorado;16;casado/a;profesional especializado;esposo;asiatico/isleno pacifico;masculino;0;1977;45;hong kong;>50k
34;privado;283921;secundaria completa;9;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
28;gobierno estatal;38309;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;blanco/a;masculino;6849;0;40;estados unidos;<=50k
22;privado;287988;universitario incompleto;10;soltero/a;ventas;sin familia conviviente;blanco/a;Masc.;0;0;20;estados unidos;<=50k
41;privado;162189;secundaria completa;9;soltero/a;operador de maquinaria;hijo/a propio/a;blanco/a;femenino;1831;0;40;peru;<=50k
27;PRIVADO;193701;secundaria completa;9;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;femenino;0;0;45;estados unidos;<=50k
52;;248113;preescolar;1;casado/a;;otro familiar;blanco/a;masculino;0;0;40;mexico;<=50k
29;Privado;370494;secundaria completa;9;soltero/a;otros servicios;no casado/a;blanco/a;femenino;0;0;40;mexico;<=50k
25;privado;233777;secundaria completa;9;soltero/a;transporte/logistica;otro familiar;blanco/a;masculino;0;0;40;;<=50k
23;privado;434894;secundaria completa;9;CASADO;limpieza/mantenimiento;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
20;privado;171398;10 grado;6;Soltero;ventas;sin familia conviviente;otro;masculino;0;0;40;estados unidos;<=50k
35;privado;199288;11 grado;7;separado/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;90;estados unidos;<=50k
50;privado;193884;7-8 grado;4;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;ecuador;<=50k
50;;95577;secundaria completa;9;casado/a;;esposa;blanco/a;femenino;0;0;12;;<=50k
30;;298577;secundaria completa;9;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;30;estados unidos;<=50k
41;autonomo no incorporado;66632;universitario incompleto;10;divorciado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
48;privado;192791;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
38;privado;81232;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;;>50k
52;privado;370552;preescolar;1;casado/a;operador de maquinaria;esposo;blanco/a;M;0;0;40;el salvador;<=50k
35;privado;146042;universitario incompleto;10;divorciado/a;operador de maquinaria;sin familia conviviente;indigena americano/esquimal;masculino;0;0;40;estados unidos;<=50k
33;autonomo no incorporado;62932;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
50;privado;163671;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;;200426;secundaria completa;9;casado/a;;esposa;blanco/a;femenino;0;0;12;estados unidos;<=50k
62;autonomo no incorporado;123170;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;10;estados unidos;<=50k
-5;privado;225291;  universitario incompleto  ;10;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
23;privado;149396;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;negro/a;fem;0;0;40;estados unidos;<=50k
17;;158762;10 grado;6;SOLTERO;;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
36;privado;104772;secundaria completa;9;Div.;oficios/reparacion;no casado/a;blanco/a;masculino;0;0;48;estados unidos;<=50k
25;privado;91334;tecnico vocacional;11;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;75;estados unidos;<=50k
34;privado;148226;secundaria completa;9;soltero/a;operador de maquinaria;no casado/a;negro/a;femenino;0;0;48;estados unidos;<=50k
33;privado;232475;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
23;privado;236994;secundaria completa;9;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;60;estados unidos;<=50k
64;privado;319371;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;15024;0;40;estados unidos;>50k
38;privado;172927;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;50;estados unidos;<=50k
59;gobierno federal;61298;licenciatura;13;casado/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
38;privado;238721;tecnico academico;12;divorciado/a;ejecutivo/gerente;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
60;PRIVADO;167670;licenciatura;13;casado/a;Especialista;esposo;blanco/a;masculino;0;0;35;estados unidos;<=50k
50;privado;135339;  12 grado  ;8;casado/a;ventas;esposo;asiatico/isleno pacifico;masculino;0;0;40;camboya;>50k
32;autonomo no incorporado;188246;secundaria completa;9;divorciado/a;ventas;hijo/a propio/a;blanco/a;masculino;0;1590;62;estados unidos;<=50k
22;PRIVADO;157332;secundaria completa;9;soltero/a;otros servicios;hijo/a propio/a;blanco/a;FEMENINO;0;0;35;estados unidos;<=50k
31;Privado;91666;secundaria completa;9;soltero/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
24;privado;403671;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
35;privado;142874;tecnico academico;12;casado/a;ventas;hijo/a propio/a;negro/a;femenino;0;0;36;estados unidos;<=50k
31;privado;284395;licenciatura;13;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;132601;secundaria completa;9;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k.
26;gobierno local;46097;licenciatura;13;casado/a;Profesional;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
24;privado;72119;licenciatura;13;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;2202;0;30;estados unidos;<=50k
43;gobierno local;113324;licenciatura;13;casado/a;Profesional;esposo;blanco/a;hombre;0;0;40;estados unidos;>50k
33;privado;164190;  tecnico vocacional  ;11;casado/a;oficios/reparacion;esposo;blanco/a;masculino;7298;0;40;estados unidos;>50k
46;gobierno federal;207022;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;7688;0;40;estados unidos;>50k
49;gobierno federal;420282;universitario incompleto;10;soltero/a;administrativo;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
62;gobierno estatal;159699;licenciatura;13;casado/a;administrativo;esposo;blanco/a;masculino;0;0;38;estados unidos;<=50k
36;autonomo incorporado;107218;universitario incompleto;10;divorciado/a;ventas;no casado/a;asiatico/isleno pacifico;masculino;0;0;55;estados unidos;<=50k
31;privado;164569;universitario incompleto;10;divorciado/a;otros servicios;no casado/a;blanco/a;femenino;0;0;48;estados unidos;<=50k
67;privado;257557;7-8 grado;4;casado/a;transporte/logistica;esposo;negro/a;masculino;10566;0;40;estados unidos;<=50k
41;privado;197093;licenciatura;13;divorciado/a;profesional especializado;sin familia conviviente;negro/a;masculino;0;0;40;estados unidos;<=50k
57;privado;41762;secundaria completa;9;casado/a;oficios/reparacion;esposo;asiatico/isleno pacifico;masculino;0;0;40;corea del sur;>50k
21;privado;383603;10 grado;6;soltera;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;35;estados unidos;<=50k
29;privado;232784;  tecnico academico  ;12;soltero/a;ejecutivo/gerente;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
61;privado;192237;10 grado;6;divorciado/a;ventas;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
46;privado;285750;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;4064;0;55;estados unidos;<=50k
23;privado;187513;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;32;estados unidos;<=50k
44;privado;176063;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
59;gobierno estatal;303176;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;2179;40;estados unidos;<=50k
25;autonomo incorporado;98756;universitario incompleto;10;divorciado/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;50;estados unidos;<=50k
30;privado;77143;licenciatura;13;soltero/a;ejecutivo;hijo/a propio/a;negro/a;masculino;0;0;40;alemania;<=50k
58;autonomo no incorporado;321171;secundaria completa;9;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
48;autonomo no incorporado;32825;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;privado;39060;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
21;gobierno estatal;99199;  universitario incompleto  ;10;soltero/a;ejecutivo/gerente;hijo/a propio/a;blanco/a;masculino;0;0;10;estados unidos;<=50k
39;privado;61178;licenciatura;13;divorciado/a;administrativo;no casado/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
28;privado;190350;  9 grado  ;5;casado/a;servicios de proteccion;esposa;negro/a;femenino;0;0;40;estados unidos;<=50k
26;privado;205109;maestria;14;soltero/a;;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
45;privado;221780;universitario incompleto;10;divorciado/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;30;estados unidos;<=50k
38;privado;43770;universitario incompleto;10;separado/a;otros servicios;sin familia conviviente;blanco/a;femenino;4650;0;72;estados unidos;<=50k
29;privado;183111;tecnico vocacional;11;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;48895;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
69;privado;213249;tecnico vocacional;11;viudo;Vendedor/a;sin familia conviviente;blanco/a;femenino;0;0;25;estados unidos;<=50k
61;privado;175999;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
40;privado;77357;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
40;privado;145160;doctorado;16;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
35;Sector privado;283305;licenciatura;13;soltero/a;Mgr.;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
34;privado;34374;  universitario incompleto  ;10;soltero/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
58;privado;241056;universitario incompleto;10;divorciado/a;administrativo;no casado/a;blanco/a;F;0;0;46;estados unidos;<=50k
51;privado;200576;universitario incompleto;10;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;63;estados unidos;<=50k
